rank,finalWorth,category,personName,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,cpi_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age as of 1 Jan 2023
1164,2600,Finance & Investments,Julian Baker,United States,"Washington, D.C.",Investing,Finance & Investments,United States,True,D,M,1966-05-21 00:00:00,Baker,Julian,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,57
1164,2600,Media & Entertainment,David Baszucki,United States,"Washington, D.C.",Online games,Media & Entertainment,United States,True,U,M,1963-01-20 00:00:00,Baszucki,David,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60
1164,2600,Food & Beverage,Joesley Batista,Brazil,Brasília,Beef processing,Food & Beverage,Brazil,False,D,M,1972-02-05 00:00:00,Batista,Joesley,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,51
1164,2600,Food & Beverage,Wesley Batista,Brazil,Brasília,Beef packing,Food & Beverage,Brazil,False,D,M,1972-12-08 00:00:00,Batista,Wesley,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,51
1164,2600,Media & Entertainment,Yvonne Bauer,Germany,Berlin,"Magazines, media",Media & Entertainment,Germany,False,D,F,1977-03-29 00:00:00,Bauer,Yvonne,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,46
1164,2600,Manufacturing,Miriam Baumann-Blocher,Switzerland,Bern,Chemicals,Manufacturing,Switzerland,False,D,F,1975-01-01 00:00:00,Baumann-Blocher,Miriam,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,48
1164,2600,Healthcare,Cen Junda,China,Beijing,Pharmaceuticals,Healthcare,China,True,U,M,1964-06-18 00:00:00,Cen,Junda,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
1164,2600,Finance & Investments,Richard Chandler,Singapore,Wellington,Investments,Finance & Investments,New Zealand,False,U,M,1959-01-01 00:00:00,Chandler,Richard,4/4/2023 5:01,114.41,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,64
1164,2600,Manufacturing,Chen Zhiping,China,Beijing,E-cigarettes,Manufacturing,China,True,D,M,1976-01-01 00:00:00,Chen,Zhiping,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,47
1164,2600,Service,Fernando Chico Pardo,Mexico,Mexico City,Airport management,Service,Mexico,True,U,M,1952-02-15 00:00:00,Chico Pardo,Fernando,4/4/2023 5:01,141.54,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,71
1164,2600,Energy,Ray Davis,United States,"Washington, D.C.",Pipelines,Energy,United States,True,U,M,1941-12-18 00:00:00,Davis,Ray,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82
1164,2600,Construction & Engineering,Maria Del Pino,Spain,Madrid,Construction,Construction & Engineering,Spain,False,U,F,1956-03-19 00:00:00,Del Pino,Maria,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,67
1164,2600,Manufacturing,Deng Weiming & family,China,Beijing,Battery components,Manufacturing,China,True,D,M,1968-09-01 00:00:00,Deng,Weiming,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,55
1164,2600,Food & Beverage,"John Dorrance, III.",Ireland,Dublin,Campbell Soup,Food & Beverage,Ireland,False,D,M,1944-01-01 00:00:00,Dorrance,John,4/4/2023 5:01,121.1,529245000000.0,74.68,100.0,81.66,24.0,20.0,5056935.0,53.41291,-8.24389,79
1164,2600,Diversified,Carl Douglas,Sweden,Stockholm,Investments,Diversified,Sweden,False,D,M,1961-05-05 00:00:00,Douglas,Carl,4/4/2023 5:01,110.51,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,62
1164,2600,Diversified,Eric Douglas,Sweden,Stockholm,Investments,Diversified,Sweden,False,D,M,1968-05-01 00:00:00,Douglas,Eric,4/4/2023 5:01,110.51,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,55
1164,2600,Manufacturing,Fiona Geminder,Australia,Canberra,Manufacturing,Manufacturing,Australia,False,D,F,1964-12-01 00:00:00,Geminder,Fiona,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,59
1164,2600,Finance & Investments,Stewart Horejsi & family,United States,"Washington, D.C.",Berkshire Hathaway,Finance & Investments,United States,True,D,M,1937-09-19 00:00:00,Horejsi,Stewart,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,86
1164,2600,Healthcare,Hou Juncheng,China,Beijing,Cosmetics,Healthcare,China,True,U,M,1964-12-17 00:00:00,Hou,Juncheng,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
1164,2600,Construction & Engineering,Zhenda Huang & family,China,Beijing,Construction,Construction & Engineering,China,True,D,M,1947-09-01 00:00:00,Huang,Zhenda,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,76
1164,2600,Service,Dmitry Kamenshchik,Russia,Moscow,Airport,Service,Russia,True,U,M,1968-04-26 00:00:00,Kamenshchik,Dmitry,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,55
1164,2600,Finance & Investments,Alicia Koplowitz,Spain,Madrid,"Construction, investments",Finance & Investments,Spain,False,D,F,1953-09-12 00:00:00,Koplowitz,Alicia,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,70
1164,2600,Real Estate,Adam Kwok,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,M,1983-04-01 00:00:00,Kwok,Adam,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,40
1164,2600,Finance & Investments,Henry Laufer,United States,"Washington, D.C.",Hedge funds,Finance & Investments,United States,True,U,M,1945-08-13 00:00:00,Laufer,Henry,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,78
1164,2600,Food & Beverage,Louis Le Duff,France,Paris,Bakeries,Food & Beverage,France,True,U,M,1946-08-01 00:00:00,Le Duff,Louis,4/4/2023 5:01,110.05,2782910000000.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,77
1164,2600,Technology,Mark Leonard & family,Canada,Ottawa,Software,Technology,Canada,True,U,M,1956-05-06 00:00:00,Leonard,Mark,4/4/2023 5:01,116.76,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,67
1164,2600,Automotive,Li Guoqiang,China,Beijing,Auto dealerships,Automotive,China,True,D,M,1964-01-01 00:00:00,Li,Guoqiang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
1164,2600,Service,Li Yongxin,China,Beijing,Education,Service,China,True,D,M,1976-03-09 00:00:00,Li,Yongxin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,47
1164,2600,Finance & Investments,Peter Lim,Singapore,Singapore,Investments,Finance & Investments,Singapore,True,U,M,1953-06-01 00:00:00,Lim,Peter,4/4/2023 5:01,114.41,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,70
1164,2600,Diversified,Lu Weiding,China,Beijing,Diversified,Diversified,China,False,D,M,1971-03-01 00:00:00,Lu,Weiding,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,52
1164,2600,Service,Sergio Mantegazza,Switzerland,Bern,Travel,Service,Switzerland,True,D,M,1927-10-31 00:00:00,Mantegazza,Sergio,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,96
1164,2600,Finance & Investments,Hans Melchers,Netherlands,Amsterdam,"Chemicals, investments",Finance & Investments,Netherlands,True,D,M,1938-04-28 00:00:00,Melchers,Hans,4/4/2023 5:01,115.91,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,85
1164,2600,Food & Beverage,C. Dean Metropoulos,United States,"Washington, D.C.",Investments,Food & Beverage,United States,True,D,M,1946-05-05 00:00:00,Metropoulos,C. Dean,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,77
1164,2600,Manufacturing,Hans Georg Naeder,Germany,Berlin,Prosthetics,Manufacturing,Germany,False,E,M,1961-09-04 00:00:00,Naeder,Hans Georg,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,62
1164,2600,Fashion & Retail,Falguni Nayar,India,New Delhi,Retailing,Fashion & Retail,India,True,D,F,1963-02-19 00:00:00,Nayar,Falguni,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60
1164,2600,Finance & Investments,James Packer,United States,Canberra,Investments,Finance & Investments,Australia,False,D,M,1967-09-08 00:00:00,Packer,James,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,56
1164,2600,Logistics,Alexander Ponomarenko,Russia,Moscow,"Real estate, airport",Logistics,Russia,True,U,M,1964-10-27 00:00:00,Ponomarenko,Alexander,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,59
1164,2600,Finance & Investments,Nicholas Pritzker,United States,"Washington, D.C.","Hotels, investments",Finance & Investments,United States,False,D,M,1944-01-01 00:00:00,Pritzker,Nicholas,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79
1164,2600,Food & Beverage,Alejandro Santo Domingo,United States,"Washington, D.C.",Beer,Food & Beverage,United States,False,E,M,1977-02-13 00:00:00,Santo Domingo,Alejandro,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,46
1164,2600,Technology,Steven Sarowitz,United States,"Washington, D.C.",Payroll software,Technology,United States,True,D,M,1965-11-07 00:00:00,Sarowitz,Steven,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,58
1164,2600,Automotive,Maria-Elisabeth Schaeffler-Thumann,Germany,Berlin,Auto parts,Automotive,Germany,False,U,F,1941-08-17 00:00:00,Schaeffler-Thumann,Maria-Elisabeth,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,82
1164,2600,Healthcare,Leonard Schleifer,United States,"Washington, D.C.",Pharmaceuticals,Healthcare,United States,True,U,M,1952-07-07 00:00:00,Schleifer,Leonard,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71
1164,2600,Manufacturing,Dieter Schnabel,Germany,Berlin,Chemicals,Manufacturing,Germany,False,U,M,1946-01-01 00:00:00,Schnabel,Dieter,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,77
1164,2600,Energy,Michael S. Smith,United States,"Washington, D.C.",Liquefied natural gas,Energy,United States,True,U,M,1955-05-09 00:00:00,Smith,Michael S.,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,68
1164,2600,Manufacturing,Julia Thiele-Schuerhoff,Germany,Berlin,"Brakes, investments",Manufacturing,Germany,False,D,F,1972-01-01 00:00:00,Thiele-Schuerhoff,Julia,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,51
1164,2600,Food & Beverage,John Tyson & family,United States,"Washington, D.C.",Food processing,Food & Beverage,United States,False,D,M,1953-09-05 00:00:00,Tyson,John,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70
1164,2600,Manufacturing,Anna Katharina Viessmann,Germany,Berlin,Heating and cooling equipment,Manufacturing,Germany,False,D,F,2013-04-21 00:00:00,Viessmann,Anna Katharina,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,10
1164,2600,Construction & Engineering,Jurgen Wirtgen,Germany,Berlin,Construction Vehicles,Construction & Engineering,Germany,False,N,M,1965-07-01 00:00:00,Wirtgen,Jurgen,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,58
1164,2600,Construction & Engineering,Stefan Wirtgen,Germany,Berlin,Construction Vehicles,Construction & Engineering,Germany,False,N,M,1970-07-01 00:00:00,Wirtgen,Stefan,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,53
1164,2600,Technology,Zhao Lixin,China,Beijing,Electronics,Technology,China,True,D,M,1966-01-01 00:00:00,Zhao,Lixin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57
1164,2600,Technology,Hongyi Zhou,China,Beijing,Security software,Technology,China,True,U,M,1970-10-01 00:00:00,Zhou,Hongyi,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,53
1217,2500,Food & Beverage,S. Daniel Abraham,United States,"Washington, D.C.",Slim-Fast,Food & Beverage,United States,True,U,M,1924-08-15 00:00:00,Abraham,S. Daniel,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,99
1217,2500,Fashion & Retail,Bill Alfond,United States,"Washington, D.C.",Shoes,Fashion & Retail,United States,False,D,M,1948-05-16 00:00:00,Alfond,Bill,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75
1217,2500,Fashion & Retail,Susan Alfond,United States,"Washington, D.C.",Shoes,Fashion & Retail,United States,False,D,F,1945-07-19 00:00:00,Alfond,Susan,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,78
1217,2500,Fashion & Retail,Ted Alfond,United States,"Washington, D.C.",Shoes,Fashion & Retail,United States,False,D,M,1944-08-19 00:00:00,Alfond,Ted,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79
1217,2500,Construction & Engineering,Riley Bechtel & family,United States,"Washington, D.C.","Engineering, construction",Construction & Engineering,United States,False,D,M,1952-03-25 00:00:00,Bechtel,Riley,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71
1217,2500,Diversified,Thor Bjorgolfsson,United Kingdom,Reykjavik,Investments,Diversified,Iceland,True,E,M,1967-03-19 00:00:00,Bjorgolfsson,Thor,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,56
1217,2500,Food & Beverage,Charles Bronfman,United States,Ottawa,Liquor,Food & Beverage,Canada,False,E,M,1931-06-27 00:00:00,Bronfman,Charles,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,92
1217,2500,Food & Beverage,Vivek Chand Burman,India,New Delhi,Consumer goods,Food & Beverage,India,False,D,M,1937-04-28 00:00:00,Burman,Vivek Chand,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,86
1217,2500,Automotive,Herb Chambers,United States,"Washington, D.C.",Car dealerships,Automotive,United States,True,U,M,1942-01-01 00:00:00,Chambers,Herb,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81
1217,2500,Media & Entertainment,Cheng Yixiao,China,Beijing,Video streaming app,Media & Entertainment,China,True,D,M,1984-01-01 00:00:00,Cheng,Yixiao,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,39
1217,2500,Food & Beverage,Andrew Cherng,United States,"Washington, D.C.",Fast food,Food & Beverage,United States,True,Split Family Fortune,M,1948-04-02 00:00:00,Cherng,Andrew,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75
1217,2500,Food & Beverage,Peggy Cherng,United States,"Washington, D.C.",Fast food,Food & Beverage,United States,True,Split Family Fortune,F,1947-12-18 00:00:00,Cherng,Peggy,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76
1217,2500,Finance & Investments,Leon G. Cooperman,United States,"Washington, D.C.",Hedge funds,Finance & Investments,United States,True,E,M,1943-04-25 00:00:00,Cooperman,Leon G.,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80
1217,2500,Manufacturing,Yadu Hari Dalmia & family,India,New Delhi,Cement,Manufacturing,India,False,U,M,1947-06-02 00:00:00,Dalmia,Yadu Hari,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,76
1217,2500,Food & Beverage,Henry Davis,United States,"Washington, D.C.",Beef processing,Food & Beverage,United States,False,U,M,1951-02-16 00:00:00,Davis,Henry,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,72
1217,2500,Metals & Mining,Oleg Deripaska,Russia,Moscow,"Aluminum, utilities",Metals & Mining,Russia,True,U,M,1968-01-02 00:00:00,Deripaska,Oleg,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,55
1217,2500,Technology,Sergey Dmitriev,Cyprus,Nicosia,Software,Technology,Cyprus,True,D,M,1966-03-11 00:00:00,Dmitriev,Sergey,4/4/2023 5:01,102.51,24564647935.0,75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,57
1217,2500,Finance & Investments,Joseph Edelman,United States,"Washington, D.C.",Hedge funds,Finance & Investments,United States,True,D,M,1955-06-10 00:00:00,Edelman,Joseph,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,68
1217,2500,Manufacturing,Sandeep Engineer,India,New Delhi,Plastic pipes,Manufacturing,India,True,D,M,1961-05-11 00:00:00,Engineer,Sandeep,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,62
1217,2500,Energy,Alceu Elias Feldmann & family,Brazil,Brasília,Fertilizer,Energy,Brazil,True,D,M,1949-07-01 00:00:00,Feldmann,Alceu Elias,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,74
1217,2500,Technology,Serge Godin,Canada,Ottawa,Information technology,Technology,Canada,True,U,M,1949-11-17 00:00:00,Godin,Serge,4/4/2023 5:01,116.76,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,74
1217,2500,Finance & Investments,Alec Gores,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,D,M,1953-03-18 00:00:00,Gores,Alec,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70
1217,2500,Fashion & Retail,Bill Haslam,United States,"Washington, D.C.",Gas stations,Fashion & Retail,United States,False,U,M,1958-08-23 00:00:00,Haslam,Bill,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65
1217,2500,Finance & Investments,J. Tomilson Hill,United States,"Washington, D.C.",Investments,Finance & Investments,United States,True,D,M,1948-05-24 00:00:00,Hill,J. Tomilson,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75
1217,2500,Media & Entertainment,Jay-Z,United States,"Washington, D.C.",Music,Media & Entertainment,United States,True,U,M,1969-12-04 00:00:00,Carter,Shawn Corey,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,54
1217,2500,Automotive,Baba Kalyani,India,New Delhi,Engineering,Automotive,India,False,E,M,1949-01-07 00:00:00,Kalyani,Baba,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,74
1217,2500,Energy,Saban Cemil Kazanci,Turkey,Ankara,Energy,Energy,Turkey,False,R,M,1961-02-13 00:00:00,Kazanci,Saban Cemil,4/4/2023 5:01,234.44,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,62
1217,2500,Real Estate,Brad Kelley,United States,"Washington, D.C.",Tobacco,Real Estate,United States,True,D,M,1956-12-23 00:00:00,Kelley,Brad,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,67
1217,2500,Construction & Engineering,Wolfgang Leitner,Austria,Vienna,Engineering,Construction & Engineering,Austria,True,U,M,1953-03-27 00:00:00,Leitner,Wolfgang,4/4/2023 5:01,118.06,471400000000.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,70
1217,2500,Manufacturing,Li Hongxin & family,China,Beijing,Paper & related products,Manufacturing,China,True,D,M,1953-03-07 00:00:00,Li,Hongxin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70
1217,2500,Real Estate,Lin Chen-hai,Taiwan,Taipei,Real estate,Real Estate,Taiwan,True,D,M,1947-03-01 00:00:00,Lin,Chen-hai,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,76
1217,2500,Fashion & Retail,Lu Yiwen,China,Beijing,Jewelry,Fashion & Retail,China,True,D,F,1987-01-01 00:00:00,Lu,Yiwen,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,36
1217,2500,Food & Beverage,Prayudh Mahagitsiri,Thailand,Bangkok,"Coffee, shipping",Food & Beverage,Thailand,False,U,M,1946-01-01 00:00:00,Mahagitsiri,Prayudh,4/4/2023 5:01,113.27,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,77
1217,2500,Healthcare,Willy Michel,Switzerland,Bern,Medical devices,Healthcare,Switzerland,True,E,M,1947-01-01 00:00:00,Michel,Willy,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,76
1217,2500,Automotive,Lachhman Das Mittal,India,New Delhi,Tractors,Automotive,India,False,E,M,1930-11-05 00:00:00,Mittal,Lachhman Das,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,93
1217,2500,Technology,Bobby Murphy,United States,"Washington, D.C.",Snapchat,Technology,United States,True,D,M,1988-07-19 00:00:00,Murphy,Bobby,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,35
1217,2500,Real Estate,Tomas Olivo Lopez,Spain,Madrid,Shopping centers,Real Estate,Spain,True,U,M,1974-01-01 00:00:00,Olivo Lopez,Tomas,4/4/2023 5:01,110.96,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,49
1217,2500,Manufacturing,Eren Ozmen,United States,"Washington, D.C.",Aerospace,Manufacturing,United States,True,D,F,1958-09-03 00:00:00,Ozmen,Eren,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65
